OR51A3P	chr11	4938294	-14.650506151351351	-14.54093513513515	-13.8235214864865
OR52B2	chr11	6170408	-9.22870615135137	-14.37328513513515	-13.654557972973
FAM160A2	chr11	6218741	1.6874538486486501	1.80393491891892	2.83190135135135
PGAP2	chr11	3808290	1.49858384864865	1.773099718918915	0.577854351351351
OR52B6	chr11	5580877	-14.78240615135135	-14.3464994162162	-14.3504286486486
RNU6-943P	chrCHR_HSCHR11_1_CTG1_2	7899405	-10.66480615135135	-10.090637571621649	-9.76624797297297
OR52B4	chr11	4368386	-9.80423615135137	-14.54034225405405	-14.0478975675676
OR51AB1P	chr11	5292380	-4.164121151351354	-13.7424869445946	-13.658757972973
AC084337.1	chr11	6489377	-1.99928615135135	-2.2780548867567596	-2.35582864864865
HBD	chr11	5235370	6.091648848648646	-3.8526255986486504	-5.04088797297297
AC090587.4;AC090587.5;MIR4687;STIM1	chr11	3830651	-10.06183615135133	-10.012349416216214	-9.55456148648649
OR2D2	chr11	6892599	-3.0044811513513503	-9.661123162162164	-13.726857972973
OR2D3	chr11	6920974	-14.664456151351349	-14.57492523405405	-14.2268214864865
HBB	chr11	5229395	9.245378848648645	-3.114664733783785	-0.134312767567567
OR52H1	chr11	5545549	-2.0543611513513502	-1.98257780945946	-3.30199148648649
COX6CP5	chr11	7977481	-12.44925615135135	-12.05733200567565	-11.4932975675676
OR52K3P	chr11	4474813	-6.575426151351355	-8.59841548243243	1.78180851351351
OR51B4	chr11	5301946	-3.84151115135135	-9.04280406351352	-14.0775286486486
OR51H1	chr11	4863652	-15.072706151351351	-14.152475234054052	-13.616957972973
AC022762.2	chr11	6203253	-2.25190615135135	-2.78231438108108	0.163269027027027
OR51B5	chr11	5505652	-3.943146151351355	-2.993746852702705	-5.91353797297297
ARFIP2;TIMM10B	chr11	8081362	-1.63750115135135	-0.9863702540540524	-1.93348797297297
AC104389.3	chr11	5354692	-8.82242615135137	-14.276349763513501	-13.8854975675676
AC104389.2	chr11	5205041	-0.7764471513513516	-13.7606994162162	-12.676557972973
AC104389.5	chr11	5667711	-14.00385615135135	-8.24405406351352	-12.6687286486486
PPIAP40	chr11	3892887	-7.48987615135135	-8.349699063513516	-7.96747864864865
OR51B2	chr11	5324297	-8.905331151351369	-4.243077323243245	-13.8313286486486
OR51J1	chr11	5402597	-14.74135615135135	-14.44534225405405	-13.9515159789189
AC087441.1	chr11	3922567	-6.274518151351335	-1.033810733783784	-10.4006286486486
AC087441.2	chr11	3989463	-7.95140115135135	-7.759444733783785	-7.09821756756757
AC087441.3	chr11	3961277	-0.8970906513513535	-0.9036593716216236	-0.962572972972973
OR52J3	chr11	5046526	-14.582056151351349	-14.429599416216199	-14.086057972973
OR55B1P	chr11	4147295	-14.54725615135135	-14.73256780945945	-13.8673975675676
EIF3F	chr11	7987353	4.37842384864865	4.88135558378378	4.54991402108108
BGLT3	chr11	5245546	3.712333848648645	-14.6801369445946	-13.934957972973
OR52R1	chr11	4804380	-9.733276151351351	-9.456184416216214	-8.80056756756757
OR51Q1	chr11	5422111	-14.74260615135135	-14.609167724594599	-13.7353975675676
OR51A10P	chr11	5469422	-3.4924311513513553	-3.35544938108108	-13.7884975675676
AC104389.4	chr11	5362615	-12.62510615135135	-12.1376994162162	-12.142857972973
AC103710.1	chr11	4756645	-11.499756151351349	-11.2769994162162	-10.7169975675676
CASC23	chr11	8016520	-15.59395615135135	-14.913435135135149	-14.5375286486486
TRIM21	chr11	4393702	2.124513848648645	1.900076837837835	2.30185135135135
TRIM22	chr11	5708208	2.862168848648645	4.856157676756755	4.62067135135135
RIC3	chr11	8169025	0.16376034864864897	3.0373652662162147	0.275151432432433
OR52E7P	chr11	5873960	-14.417556151351349	-14.35503200567565	-13.4301286486486
TIMM10B	chr11	6481508	2.605533848648645	2.556425465945945	2.44964202702703
OR51I1	chr11	5441514	-8.88707115135137	-3.14020350945946	-13.5089975675676
OR51A2	chr11	4955713	-14.84235615135135	-14.1469450810811	-13.871457972973
OR51A4	chr11	4947126	-14.72675615135135	-14.3586940635135	-13.8692286486486
OR52J2P	chr11	5037013	-14.71700615135135	-14.5802440635135	-14.1874214864865
OR51A7	chr11	4907333	-14.48430615135135	-14.42291953405405	-14.012957972973
SYT9	chr11	7252170	-6.7314411513513495	-6.440794416216215	-5.93738797297297
OR51I2	chr11	5453408	-14.913456151351351	-14.5366869445946	-14.1800214864865
AC090587.2	chr11	3854612	-1.1883361663513525	-0.278535224594595	-0.908960486486487
AC090587.1	chr11	3855509	-2.300891151351355	-2.915545751621625	-2.80343597891892
OR52K1	chr11	4488879	-14.59120615135135	-14.63628028108105	-0.491770567567567
OR56B2P	chr11	5765096	-6.675571151351351	-3.2333194162162195	-8.61732797297297
OR52K2	chr11	4449295	-13.94845615135135	-14.509439381081101	-0.0752239729729728
OVCH2	chr11	7706394	-6.62237615135135	-6.147951944594595	-5.76020756756757
PPFIBP2	chr11	7651715	0.16286134864864898	2.143629864864865	2.67860202702703
AC044810.2	chr11	7882982	-3.385771151351355	-2.63557438108108	-3.88465756756757
TRIM6-TRIM34	chr11	5596725	-4.53517615135135	-7.80155941621622	-6.80136797297297
AC044810.1	chr11	7783697	-13.956156151351351	-13.988116000000002	-13.9311214864865
C11orf40	chr11	4577820	-14.416056151351349	-13.86212978243245	-13.495557972973
OR52B5P	chr11	5560967	-14.969456151351348	-14.29007732324325	-13.9558159789189
C11orf42	chr11	6205557	-14.92895615135135	-14.70672559864865	-14.0607975675676
HNRNPA1P76	chr11	3974237	-14.98735615135135	-14.5562869445946	-13.492357972973
OR52N3P	chr11	5800364	-7.040891151351355	-2.684360135135135	-8.99927597891892
OR52P2P	chr11	4432277	-9.55149115135135	-9.223776852702706	-8.78630797297297
ZNF215	chr11	6926423	-0.025292151351351502	-1.87803976351351	-1.86280756756757
ZNF214	chr11	7020235	-2.01337615135135	-6.56696978243243	-6.00174797297297
CYB5R2	chr11	7674211	-3.953506151351355	-3.4830722540540497	-0.459405648648649
RRP8	chr11	6603597	2.214623848648645	2.1500309364864902	1.83095243243243
OLFML1	chr11	7485606	-6.578686151351355	-6.341006944594595	-5.67379756756757
OR51A1P	chr11	5171296	-9.39235115135137	-14.6023057516216	-14.2208286486486
HBG2	chr11	5254741	10.86324384864865	-3.108490234054055	-2.08759756756757
RRM1-AS1	chr11	4138257	-13.03870615135135	-12.9201947337838	-12.476457972973
AC104389.1	chr11	5224639	0.42881584864864847	-11.6507440635135	-10.960057972973
OR51A9P	chr11	4661763	-9.577131151351356	-9.015799782432431	-8.68051756756757
OR52E4	chr11	5884271	-14.999506151351351	-14.75627559864865	-14.2280975675676
AC107884.2	chr11	7572046	-14.16390615135135	-13.6508494162162	-12.872557972973
HBG1	chr11	5249836	8.239798848648645	-14.0332440635135	-2.71393756756757
OR51H2P	chr11	4876557	-14.19315615135135	-14.35304225405405	-13.3889975675676
AC107884.1	chr11	7513644	-1.512345651351355	0.6133421905405405	0.391559027027027
CCKBR	chr11	6270776	-5.40663115135135	-5.087209416216215	-4.55885797297297
OR51B6	chr11	5351508	-9.71742115135137	-14.445539381081101	-13.7706286486486
OR52P1P	chr11	5726502	-8.38307115135137	-1.7030273232432451	-13.7641286486486
AC091564.5	chr11	6630603	-13.73605615135135	-13.69521780945945	-12.912557972973
AC091564.4	chr11	6621451	-4.03279615135135	-14.015344733783799	-4.31088597891892
AC091564.6	chr11	6618790	-2.219261151351355	-13.40056780945945	-0.952155972972973
AC091564.1	chr11	6686369	-13.87480615135135	-1.38084738675676	-3.32008148648649
AC113331.1	chr11	5107530	-14.84730615135135	-14.4470947337838	-13.6035286486486
AC091564.3	chr11	6610135	-2.423131151351355	-3.1446081621621653	-2.10631797297297
